date,Ore Pulp pH,Flotation Column 05 Air Flow,Amina Flow,Flotation Column 04 Air Flow,Flotation Column 06 Air Flow,Ore Pulp Flow,Flotation Column 05 Level,% Silica Feed,Flotation Column 02 Air Flow,% Iron Feed,Flotation Column 07 Air Flow,Ore Pulp Density,Flotation Column 04 Level,Flotation Column 03 Level,% Iron Concentrate,% Silica Concentrate
2017-03-10 01:00:00,10.11348735632184,306.4,578.7866781609196,295.096,251.23252873563217,398.753367816092,455.7921609195402,16.98,250.22608620689653,55.2,250.208183908046,1.7295581609195405,449.9122586206896,450.4745229885057,66.75,0.8586616190375186
2017-03-10 02:00:00,10.129741666666666,306.4,537.2196611111111,295.096,249.90949444444445,399.8718222222223,448.7229833333333,16.98,250.21405,55.2,249.89757222222224,1.6677842222222223,450.3288055555556,450.0812222222222,66.63,0.8501509293696101
2017-03-10 03:00:00,10.048403333333331,306.4,591.9067444444444,295.096,250.2421611111111,398.7638055555556,451.1341888888888,16.98,250.10416666666663,55.2,250.48418333333333,1.7327108333333332,451.1458222222223,450.90182222222217,66.85,0.7654678421395714
2017-03-10 04:00:00,9.918614,306.4,593.1701055555556,295.096,249.8251222222222,399.8669833333333,495.6640111111111,16.98,250.20476111111108,55.2,250.15762222222224,1.7310558333333337,494.52818333333335,487.3872055555556,65.76,1.324418957401803
2017-03-10 05:00:00,9.746029222222225,306.4,619.7108055555556,295.096,250.2496,399.61508888888886,549.5125333333333,16.98,250.16049444444445,55.2,250.0786388888889,1.7658792222222222,549.9754833333334,549.4595722222222,65.89,1.2947271675944
2017-03-10 06:00:00,9.892237111111111,306.4,621.8785388888889,295.096,249.94249444444443,399.7493444444444,549.2207,16.98,250.1110222222222,55.2,250.1498777777778,1.7650640555555557,549.6097,549.0892444444445,66.68,1.0043016091968684
2017-03-10 07:00:00,10.180425555555557,306.4,618.1863666666667,295.096,250.05003333333332,400.3451333333333,549.7216888888888,17.4,250.2765944444444,54.95,250.0627333333333,1.7654223333333334,550.4599722222222,550.9951833333333,66.52,1.0331844833456545
2017-03-10 08:00:00,10.180202777777778,306.4,595.6809833333334,295.096,250.20051666666663,400.12874444444446,548.4477277777778,17.4,250.23687777777775,54.95,250.05189444444449,1.7661564444444444,549.6357722222222,549.3166277777777,65.55,1.3428648031925547
2017-03-10 09:00:00,9.940502833333332,306.4,592.3679833333333,295.096,250.16781666666668,400.26549444444447,549.1485277777778,17.4,249.9036888888889,54.95,250.07197222222223,1.7600502777777778,551.37,550.3712,65.55,1.3428648031925547
2017-03-10 10:00:00,10.104197277777777,306.4,582.9060944444444,295.096,250.11123333333333,399.77366666666666,546.7677722222222,17.4,250.00297777777777,54.95,249.98977777777776,1.761051388888889,548.2125583333334,549.1419055555556,66.74,0.916290731874155
2017-03-10 11:00:00,10.199152222222224,306.4,518.7408555555556,295.096,250.09097777777777,400.1364444444444,552.5506055555555,17.4,250.31224444444445,54.95,250.05484444444448,1.7749379444444444,550.8432027777778,549.6130166666667,66.26,1.0784095813505905
2017-03-10 12:00:00,10.053221222222222,306.4,559.8309,295.096,250.06025,399.7618722222222,547.1877333333333,17.4,250.20711666666668,54.95,250.1095833333333,1.776437,551.1719833333333,550.13735,67.6,0.7371640659767197
2017-03-10 13:00:00,10.31301277777778,306.4,543.6981777777778,295.096,250.0293,400.4066833333333,547.9603944444444,17.4,250.07331111111117,54.95,250.02929444444445,1.7735975555555556,551.3063111111111,549.3815888888889,67.3,0.9202827531436926
2017-03-10 14:00:00,10.40122777777778,306.4,530.333161111111,295.096,250.06269444444447,399.6413444444444,550.9978444444444,17.4,249.55654444444448,54.95,249.97455555555555,1.7799511666666668,553.9048,550.4247111111112,66.3,1.085189268335969
2017-03-10 15:00:00,10.262075555555557,306.4,517.8396277777778,295.096,250.05831666666668,398.9606055555556,550.4741722222223,17.4,250.22336666666664,54.95,250.0799944444444,1.782650388888889,551.8177444444444,549.3842999999999,66.21,1.5195132049061133
2017-03-10 16:00:00,10.36640388888889,306.4,523.7905,295.096,250.03806111111112,399.3105833333333,551.3209277777778,17.16,249.7874,55.99,250.01431666666664,1.780677,549.8356277777777,550.3531,67.24,0.7514160886839212
2017-03-10 17:00:00,10.36116,306.4,556.6711166666666,295.096,250.01072222222223,399.59422222222224,550.0363777777777,17.16,250.31876111111112,55.99,249.98866666666663,1.7669693888888889,549.1668333333333,549.6851166666667,66.23,0.9122827104766162
2017-03-10 18:00:00,10.273950555555556,306.4,525.4858944444444,295.096,249.99835,400.5909444444444,548.8206833333334,17.16,249.9907,55.99,250.04730555555557,1.7545879444444443,549.6146222222222,549.6145611111111,66.42,0.904218150639886
2017-03-10 19:00:00,10.398752777777778,306.4,469.4355,295.096,250.01895,399.0236444444444,549.6220388888889,17.16,249.9715833333333,55.99,250.04802222222224,1.7516152222222223,549.6594722222222,549.2536722222222,67.16,0.7701082216960736
2017-03-10 20:00:00,10.095099611111111,306.4,443.8796722222222,295.096,249.9089111111111,399.5700444444445,522.1457444444444,17.16,250.20492777777775,55.99,250.0285555555556,1.7408644444444443,515.8395777777778,521.5668888888888,67.17,0.7654678421395714
2017-03-10 21:00:00,10.119027777777776,306.4,431.2998555555556,295.096,250.05494444444443,399.26112777777774,442.92012222222223,17.16,250.2913444444445,55.99,250.1299111111111,1.693791388888889,416.26484444444446,475.4762277777778,67.03,0.8020015854720274
2017-03-10 22:00:00,9.984032555555556,306.4,431.56754722222223,295.096,250.0226777777778,400.4089111111112,472.1235777777778,17.16,250.0134833333333,55.99,250.08854444444447,1.7288668333333337,446.49243055555553,548.7592833333333,67.44,0.7747271675523683
2017-03-10 23:00:00,9.87656138888889,306.4,357.1548555555556,295.096,250.0545222222222,400.4882333333333,540.2904055555556,17.16,250.15682222222225,55.99,249.9434388888889,1.6274581666666668,439.7935416666666,549.5775944444445,66.4,1.252762968495368
2017-03-11 00:00:00,10.0297595,306.4,315.27391666666665,295.096,250.0460111111111,399.8175055555556,545.1790194444444,17.16,250.19166666666663,55.99,250.1117111111111,1.5725555000000002,429.48019166666666,548.8585111111112,65.12,1.6370530794670737
2017-03-11 01:00:00,10.278490555555557,306.4,366.9942722222222,295.096,250.0424333333333,400.5145722222223,555.3920472222222,8.25,250.54370555555556,60.66,249.9565277777778,1.721786888888889,362.354975,550.4433833333333,64.26,1.4678743481123138
2017-03-11 02:00:00,10.30499611111111,306.4,357.11292777777777,295.096,250.08498333333333,399.8577111111112,544.8131555555556,8.25,249.94626111111108,60.66,249.68700555555557,1.7523335555555557,504.5453361111111,549.8253444444445,64.08,1.6253112615903906
2017-03-11 03:00:00,10.036589722222224,306.4,331.49945,295.096,250.26025,399.0191333333333,549.4675972222223,8.25,250.04337222222225,60.66,250.2123,1.7340952777777778,458.6066972222222,550.2805055555556,63.53,1.8500283773520307
2017-03-11 04:00:00,10.168908666666669,306.4,319.39565,295.096,249.98357222222225,400.5220444444444,548.7892222222222,8.25,250.16088888888888,60.66,250.0343611111111,1.7505332777777776,478.4515611111111,550.0327722222222,63.33,1.7850704810772584
2017-03-11 05:00:00,9.931536555555557,306.4,332.37506666666667,295.096,250.0050611111111,400.0710722222223,556.9281222222222,8.25,250.22012222222224,60.66,250.07335555555557,1.7569892222222223,501.4144972222223,550.4787944444445,63.33,1.7850704810772584
2017-03-11 06:00:00,9.570790277777778,306.4,335.1109055555556,295.096,250.4894111111111,400.6300166666667,549.05955,8.25,250.0664055555556,60.66,250.1104388888889,1.6517962222222224,481.5364138888889,550.0177722222222,65.15,1.3787660946990992
2017-03-11 07:00:00,9.962792,306.4,362.46411666666665,295.096,249.78588333333332,399.9533222222222,544.3374111111111,8.98,250.22967777777777,59.89,249.94936666666663,1.645556761905555,540.8967694444444,561.3213666666667,65.65,1.3001916620664788
2017-03-11 08:00:00,9.978123,306.4,478.25349444444447,295.096,250.01504444444444,400.5848611111111,545.0152222222223,8.98,249.82552777777775,59.89,249.7255111111111,1.743121,482.517775,548.0309444444445,66.47,0.9516578757114464
2017-03-11 09:00:00,9.52628588888889,306.4,532.2411888888889,295.096,250.11447222222225,400.3180388888889,555.0641194444445,8.98,249.68942222222225,59.89,250.07529444444444,1.6967106368561111,536.8089388888889,600.7295861111112,66.21,0.924258901523332
2017-03-11 10:00:00,9.348196777777778,306.4,559.5588833333334,295.096,250.246,399.5537833333333,548.4153277777779,8.98,250.2120222222222,59.89,250.04942777777777,1.76645,548.7799888888889,550.5959388888889,66.41,1.0367368849500225
2017-03-11 11:00:00,9.514923944444444,306.4,509.5865222222222,295.096,250.07044444444443,395.99076459695,549.9775555555556,8.98,250.46098333333333,59.89,250.0017777777778,1.7508555555555556,551.8308333333333,550.1942333333334,64.92,1.3812818192963463
2017-03-11 12:00:00,9.527888666666668,306.4,454.1982722222222,295.096,249.91829444444443,398.1447925664689,549.529811111111,8.98,249.90755555555555,59.89,249.93901111111109,1.7468726666666663,547.4507722222222,548.5280277777778,66.16,1.095273387402595
2017-03-11 13:00:00,9.58601111111111,306.4,509.7398944444444,295.096,249.99398888888888,401.4009534359989,550.2845944444445,8.98,250.28893333333332,59.89,250.03627777777777,1.746791277777778,547.2013,549.5355277777778,65.58,1.2119409739751128
2017-03-11 14:00:00,9.637455222222222,306.4,394.12806666666665,295.096,250.2341166666667,402.7417035866083,550.1359083333333,8.98,250.2551722222222,59.89,250.00848888888888,1.7606903888888887,555.3475444444445,560.2836888888888,66.21,1.0402767116551463
2017-03-11 15:00:00,9.77408438888889,306.4,476.9721,295.096,250.1935,399.68926024691336,551.5419222222222,8.98,250.47823333333332,59.89,249.97576111111115,1.7504811666666666,552.0793111111111,549.3869055555556,66.21,1.0402767116551463
2017-03-11 16:00:00,9.861648444444445,306.4,512.7573333333333,295.096,249.9894888888889,400.3376444444445,499.11990555555553,9.09,250.0148944444444,59.66,250.09731666666667,1.7376255555555555,498.5662277777778,500.5367333333333,65.5,1.4861396960896067
2017-03-11 17:00:00,10.003609833333334,306.4,530.8459,295.096,250.05371666666667,398.7228740481739,449.6216555555556,9.09,250.0954611111111,59.66,250.11311111111112,1.7429099444444445,458.5305055555555,460.2400444444445,64.565,1.5820667156379682
2017-03-11 18:00:00,9.926153666666666,306.4,558.0600944444444,295.096,249.92795,399.7347666666667,449.8549,9.09,250.4256333333333,59.66,250.1353333333333,1.7600316111111112,449.1131611111112,449.7403611111111,64.565,1.5820667156379682
2017-03-11 19:00:00,9.993892722222222,306.4,568.9276055555555,295.096,249.7083888888889,398.7177666666667,449.2458611111112,9.09,250.1495944444445,59.66,250.02170555555557,1.7731848888888888,450.1741444444445,450.0069611111111,62.95,1.786746927404511
2017-03-11 20:00:00,9.935560722222222,306.4,570.8648777777778,295.096,249.9588388888889,400.13862222222224,530.5305777777778,9.09,250.0985055555556,59.66,250.04344444444445,1.7757258333333334,531.0520833333334,529.8284277777777,62.83,1.801709800081223
2017-03-11 21:00:00,9.897945277777778,306.4,554.1030722222222,295.096,250.02982222222224,400.55912222222224,549.5753888888889,9.09,250.2972611111111,59.66,250.06571666666665,1.7540961666666666,549.9484277777779,550.1634055555555,64.72,1.5062971535145868
2017-03-11 22:00:00,9.801847833333332,306.4,551.3229166666666,295.096,250.03551666666664,399.04406666666665,458.0135333333333,9.09,249.97536666666667,59.66,250.08327777777777,1.7551271666666666,459.1277555555556,458.1380777777778,64.29,1.5303947050936475
